,index,amt,merchant_1,merchant_2,category,year,city_pop,is_fraud
91771,91771,224.77,512,-1,4,1970,2526,0
251538,251538,14.55,227,-1,5,1996,31394,0
23506,23506,1.73,429,111,12,1997,20478,0
1001828,1001828,62.53,349,55,1,1990,1946,0
1150980,1150980,78.47,50,-1,2,1978,341,0
933336,933336,9.36,441,-1,10,1959,4049,0
1179270,1179270,2.52,69,-1,13,1989,341043,0
802826,802826,67.74,438,15,2,1970,911,0
166111,166111,198.88,482,-1,11,1926,798,0
325196,325196,131.76,502,12,4,1958,1271,0
323685,323685,20.8,34,-1,7,1998,17867,0
214582,214582,86.05,432,-1,6,1989,286,0
689138,689138,4.59,76,-1,9,1997,973849,0
999248,999248,103.01,614,-1,1,1961,2208,0
187604,187604,2.51,455,-1,12,1980,5512,0
490093,490093,38.52,251,-1,0,1972,54287,0
139592,139592,96.53,206,-1,4,1988,606,0
239444,239444,525.94,295,-1,12,1971,84106,0
1000934,1000934,44.48,171,-1,2,1994,391389,0
202559,202559,72.22,407,162,4,1988,4573,0
23513,23513,1.37,164,-1,11,1995,372,0
391639,391639,1.26,476,166,11,1977,16183,0
632935,632935,26.77,70,-1,7,1955,466,0
715786,715786,7.16,266,-1,8,1975,9815,0
118874,118874,2.36,310,-1,8,1970,911,0
744599,744599,116.02,480,-1,5,2000,111,0
514519,514519,54.23,391,-1,3,1989,632,0
394117,394117,97.58,238,85,5,1970,67082,0
1076227,1076227,52.84,86,62,2,1969,4138,0
57202,57202,62.33,604,-1,1,1974,381459,0
760713,760713,58.47,95,6,5,1961,1132,0
69807,69807,82.19,566,-1,4,1952,5778,0
936273,936273,4.27,274,-1,0,1978,158701,0
197672,197672,117.64,331,-1,8,1994,5719,0
645096,645096,3.93,221,129,8,1966,516,0
1260485,1260485,3.59,377,190,10,1991,69,0
138644,138644,108.01,375,-1,4,1984,467,0
311217,311217,87.7,616,-1,7,1966,4913,0
408952,408952,56.43,143,204,0,1977,10076,0
1279441,1279441,50.35,542,-1,3,1974,177,0
610937,610937,4.39,451,146,0,1985,718,0
425069,425069,68.52,242,-1,7,1963,192805,0
880398,880398,4.66,494,206,8,1957,4161,0
808027,808027,29.91,245,-1,5,1973,3688,0
824509,824509,32.06,353,-1,10,1954,969,0
303665,303665,51.58,79,-1,7,1974,177,0
452269,452269,69.53,369,100,2,1976,2054,0
1021468,1021468,26.21,39,108,10,1997,230,0
738574,738574,96.63,194,84,1,1962,207,0
162300,162300,30.64,542,-1,3,1993,9496,0
899402,899402,95.16,41,-1,7,1939,145,0
789,789,73.11,197,102,2,1929,276,0
771134,771134,88.74,88,90,6,1993,641,0
18477,18477,9.62,462,-1,11,1955,475,0
555510,555510,5.27,180,-1,0,1957,75903,0
1271230,1271230,2.19,272,-1,12,1969,2307,0
202357,202357,82.59,317,44,4,1976,1645,0
286883,286883,72.93,565,-1,12,1987,545147,0
437281,437281,57.94,56,-1,7,1993,238602,0
992575,992575,20.28,279,-1,0,1985,35439,0
339698,339698,25.48,302,-1,10,1989,77,0
1212324,1212324,95.72,164,-1,11,1987,2097,0
56263,56263,64.48,569,98,2,1937,1252,0
576595,576595,124.15,643,192,10,1965,129,0
22996,22996,25.59,28,93,12,1999,6841,0
295134,295134,27.03,171,-1,2,1928,1063,0
300412,300412,75.96,198,-1,5,1986,741,0
748749,748749,34.04,41,-1,7,1968,10256,0
536766,536766,32.33,315,74,6,1946,95015,0
42197,42197,151.61,349,55,1,1954,4778,0
376324,376324,10.51,568,-1,6,1945,184,0
427460,427460,113.57,233,-1,9,1993,30770,0
567221,567221,620.35,282,-1,9,1978,1563,0
171175,171175,18.89,632,176,9,1972,54287,0
298560,298560,150.84,406,-1,4,1970,190,0
1228708,1228708,144.81,137,-1,0,1988,7268,0
400183,400183,76.28,567,75,2,1976,19054,0
67889,67889,7.88,476,166,11,1943,761,0
753891,753891,30.96,285,37,8,1953,1831,0
638724,638724,164.28,427,1,9,1975,320420,0
785558,785558,60.09,554,-1,2,1953,1831,0
681064,681064,104.85,273,-1,0,1996,564,0
557960,557960,112.58,299,-1,1,1979,321,0
882292,882292,51.83,2,-1,1,1966,680,0
1012048,1012048,475.71,521,9,11,1990,302,0
345339,345339,2.03,28,93,12,1962,2092,0
1257275,1257275,87.94,1,-1,10,1978,1563,0
848392,848392,4.49,54,-1,8,1966,1383,0
872032,872032,20.09,31,77,10,1962,91,0
1130612,1130612,85.8,155,-1,6,1933,3289,0
998134,998134,47.0,472,161,2,1972,922,0
1042347,1042347,4.56,616,-1,7,1972,55581,0
494737,494737,45.16,79,-1,7,1973,5621,0
239635,239635,2.52,429,111,12,1989,530,0
384762,384762,89.0,86,62,2,1928,8019,0
818190,818190,82.01,534,-1,1,1999,28739,0
309796,309796,371.07,181,-1,9,1994,8333,0
922353,922353,86.74,478,83,2,1961,297,0
789822,789822,176.35,551,-1,9,1997,1075,0
1067461,1067461,4.57,595,-1,9,1934,12486,0
447519,447519,34.56,98,-1,1,1954,27829,0
965779,965779,7.28,129,-1,9,1935,2916,0
917106,917106,64.37,86,62,2,1970,1979,0
1194085,1194085,5.62,75,-1,0,1990,3085,0
908567,908567,6.41,541,-1,10,1965,1420,0
535396,535396,396.99,125,-1,12,1965,129,0
1147100,1147100,128.89,203,-1,9,1971,413574,0
1218122,1218122,14.39,444,-1,7,1985,1526206,0
1087307,1087307,68.74,68,-1,4,1950,3805,0
348494,348494,65.88,583,140,5,1936,15426,0
973563,973563,14.9,264,-1,6,1981,1312922,0
1073264,1073264,68.49,339,88,2,1997,2408,0
94297,94297,86.68,40,-1,2,1977,33917,0
864298,864298,196.92,73,-1,7,1985,94014,0
686691,686691,42.42,562,-1,9,1978,565,0
1044025,1044025,57.08,592,109,3,1975,1841,0
83266,83266,19.11,5,-1,5,1945,165,0
245335,245335,47.26,620,-1,3,1986,2223,0
157359,157359,44.38,177,-1,6,1953,69793,0
508202,508202,71.18,26,-1,0,1990,4056,0
1136266,1136266,262.7,560,-1,6,1990,302,0
119013,119013,28.34,26,-1,0,1986,2206,0
17019,17019,90.47,148,-1,2,1959,630,0
412670,412670,2.41,333,-1,8,1930,307,0
310529,310529,7.77,476,101,11,1986,50835,0
323166,323166,47.63,608,-1,7,1951,137067,0
656422,656422,33.03,154,-1,10,1953,69793,0
253958,253958,142.51,612,-1,10,1958,1271,0
386220,386220,240.65,598,-1,12,1956,759,0
186125,186125,13.36,77,-1,9,1970,46563,0
964230,964230,18.23,51,-1,0,1991,1228,0
338032,338032,96.48,576,-1,11,1981,49,0
895963,895963,28.36,127,-1,0,1973,2121,0
802183,802183,391.07,110,-1,0,1972,270712,0
1148763,1148763,108.92,186,-1,4,1988,888,0
1286327,1286327,18.87,320,-1,10,1964,272134,0
182815,182815,27.76,75,-1,0,1999,28739,0
1221053,1221053,64.9,470,-1,7,1993,45100,0
1191608,1191608,80.4,72,95,5,1988,1661,0
162754,162754,9.82,477,-1,13,1976,3684,0
1034089,1034089,94.21,27,-1,4,1978,565,0
285937,285937,2.25,437,180,12,1993,19408,0
327041,327041,62.8,22,-1,2,1972,743,0
199186,199186,49.11,372,-1,7,1974,1480,0
1042119,1042119,50.28,401,-1,6,1984,6006,0
719150,719150,33.66,392,-1,9,1991,825,0
569126,569126,35.26,85,-1,6,1954,932,0
1284206,1284206,31.4,570,-1,4,1979,276002,0
486749,486749,6.71,74,-1,8,1962,269,0
739943,739943,5.46,350,194,7,1985,760,0
249972,249972,83.41,526,-1,2,1971,413574,0
747178,747178,2.51,415,-1,0,1964,7987,0
849534,849534,2.02,183,-1,11,1981,13973,0
1063978,1063978,9.69,347,195,11,1973,5621,0
16861,16861,5.85,13,-1,11,1937,2258,0
281193,281193,19.99,163,127,8,1979,3395,0
1252244,1252244,11.59,497,-1,5,1950,104396,0
505983,505983,75.82,201,135,6,1970,710,0
1027916,1027916,46.67,286,-1,8,1981,1577385,0
692111,692111,5.37,397,-1,9,1971,248858,0
680451,680451,31.97,343,-1,6,1970,1412,0
736623,736623,52.72,55,-1,7,1975,1690,0
1157968,1157968,7.73,400,121,13,1945,589,0
600925,600925,53.03,604,-1,1,1991,4575,0
1021553,1021553,48.26,192,-1,7,1975,1841,0
940699,940699,38.29,160,-1,7,1973,2121,0
1122784,1122784,17.11,647,-1,10,1987,2872,0
344088,344088,80.12,220,48,7,1951,1178,0
641434,641434,8.84,448,-1,12,1997,10295,0
922793,922793,79.55,554,-1,2,1991,1228,0
490660,490660,41.67,594,132,0,1988,2523,0
830017,830017,8.98,343,-1,6,1972,765,0
698907,698907,83.07,499,36,12,1981,1312922,0
1262296,1262296,138.66,204,-1,1,1968,92985,0
1144772,1144772,20.37,121,-1,1,1997,20478,0
612462,612462,25.55,189,-1,10,1965,5354,0
167721,167721,58.09,171,-1,2,1998,3202,0
707734,707734,54.33,7,-1,6,1957,118,0
1089613,1089613,131.69,374,205,4,1962,1766,0
640290,640290,9.64,194,84,1,2001,272,0
469904,469904,63.88,581,45,2,1976,1766,0
151147,151147,96.65,146,-1,6,1959,5791,0
1227817,1227817,24.29,14,18,6,1967,13835,0
585518,585518,26.67,378,-1,7,1942,46944,0
695139,695139,75.58,49,-1,10,1993,1504,0
409704,409704,4.45,209,10,5,1976,1766,0
1060572,1060572,29.17,16,-1,3,1960,626,0
947882,947882,211.34,292,-1,4,1988,3495,0
295080,295080,13.02,405,-1,8,1970,1979,0
1202169,1202169,8.69,476,183,11,1997,9594,0
940414,940414,59.86,339,185,1,1982,1442,0
86065,86065,149.62,580,-1,5,1984,1523,0
1048847,1048847,2.14,504,16,11,1979,3395,0
478440,478440,4.82,251,-1,0,1967,899,0
671335,671335,58.02,257,-1,2,1996,31394,0
629127,629127,212.0,443,-1,4,1986,50835,0
45528,45528,102.54,292,-1,4,1989,1078,0
571103,571103,104.29,515,131,2,1945,4005,0
862241,862241,57.35,499,36,12,1984,2906700,0
993267,993267,9.23,325,-1,10,1935,1461,0
303067,303067,67.69,215,-1,2,1954,337,0
95816,95816,20.73,475,-1,10,1929,19090,0
142295,142295,2.04,397,-1,9,1966,680,0
93128,93128,2.17,273,-1,0,1980,5512,0
1254967,1254967,89.51,124,153,6,1976,1645,0
1264328,1264328,9.95,134,-1,12,1961,628,0
777336,777336,19.02,42,-1,6,1972,55581,0
623618,623618,65.99,229,-1,2,1981,2457,0
1005481,1005481,83.2,148,-1,2,1956,70,0
933073,933073,83.81,108,-1,10,1960,459921,0
337663,337663,76.91,40,-1,2,1973,5507,0
564526,564526,57.95,268,-1,1,2003,5666,0
372481,372481,1.18,626,116,12,1995,2607,0
127715,127715,82.52,452,-1,10,1935,1461,0
694670,694670,1.08,224,-1,11,1990,4056,0
132881,132881,73.94,350,194,7,1999,28739,0
302375,302375,1.66,43,63,12,1965,2786,0
384900,384900,34.82,330,-1,1,1947,6018,0
17031,17031,65.89,215,-1,2,1964,7987,0
582109,582109,9.76,488,148,13,1998,166081,0
1259067,1259067,96.95,566,-1,4,1994,95,0
501165,501165,5.65,490,174,10,1986,1679,0
656384,656384,171.79,534,-1,1,1966,4913,0
868698,868698,3.19,230,196,8,1984,3766,0
1071642,1071642,8.72,181,-1,9,1936,1288,0
815700,815700,113.1,222,-1,0,1939,136895,0
1169650,1169650,1.09,604,-1,1,2000,136,0
42626,42626,1.82,412,207,6,1964,2317,0
144891,144891,6.74,476,166,11,1960,205,0
612874,612874,57.01,592,109,3,1977,7155,0
524977,524977,208.88,253,-1,4,1984,2906700,0
954577,954577,48.05,446,-1,6,1985,824,0
821543,821543,5.27,487,-1,5,1927,9565,0
213170,213170,85.16,138,-1,4,1965,804,0
272336,272336,90.2,42,-1,6,1976,1645,0
62659,62659,78.37,215,-1,2,1931,397,0
78557,78557,97.18,420,-1,2,1971,22930,0
385887,385887,40.33,444,-1,7,1990,302,0
165267,165267,10.18,427,1,9,1999,6841,0
148554,148554,136.74,285,110,8,1981,295,0
391396,391396,73.95,627,61,6,1973,123,0
813385,813385,48.33,108,-1,10,1978,3279,0
1205809,1205809,101.65,634,-1,4,1968,744,0
355286,355286,36.42,501,-1,5,1975,3096,0
249548,249548,64.19,420,-1,2,1954,139,0
1266209,1266209,58.1,631,17,6,1999,2504700,0
554712,554712,78.49,171,-1,2,1956,222785,0
780969,780969,75.3,137,-1,0,1988,477,0
1041731,1041731,60.62,463,-1,2,1991,8830,0
1146499,1146499,534.37,219,165,13,1971,277,0
463861,463861,1465.48,638,22,9,1991,321490,0
562693,562693,22.37,403,172,7,1951,1178,0
36339,36339,131.99,335,-1,4,1965,269,0
857754,857754,14.39,108,-1,10,1972,213,0
134139,134139,45.25,173,-1,2,1944,914,0
1202120,1202120,81.91,10,200,1,1945,6713,0
586133,586133,83.57,543,-1,5,1969,568,0
934320,934320,26.56,464,115,6,1972,53,0
401516,401516,19.59,29,-1,10,1974,75830,0
693601,693601,39.76,175,-1,5,1975,910148,0
542596,542596,38.03,229,-1,2,1941,471,0
994989,994989,14.9,62,-1,6,1956,532,0
787177,787177,145.33,237,-1,12,1994,95,0
122311,122311,205.25,345,-1,6,1967,206,0
43410,43410,6.08,415,-1,0,1928,1063,0
764223,764223,4.35,588,66,11,1982,1789,0
404162,404162,78.76,491,-1,9,1988,3285,0
167883,167883,3.4,527,-1,8,1980,134056,0
591216,591216,11.86,183,-1,11,1960,24840,0
111756,111756,3.9,210,-1,9,2004,163415,0
1236045,1236045,80.79,40,-1,2,1959,1131,0
609490,609490,39.23,567,164,7,1997,973849,0
348333,348333,54.39,630,-1,9,1973,5507,0
327903,327903,533.22,322,-1,13,1978,1988,0
122890,122890,81.36,12,-1,4,1967,92337,0
832091,832091,2.93,129,-1,9,1966,1925,0
178348,178348,148.64,20,-1,12,1986,741,0
124761,124761,161.14,446,-1,6,1990,1382480,0
670381,670381,71.87,305,-1,2,1964,272134,0
942103,942103,82.25,417,-1,10,1994,95,0
521461,521461,38.24,117,-1,5,1954,932,0
473344,473344,2.81,134,-1,12,1978,5196,0
242360,242360,10.75,164,-1,11,1983,186140,0
1061758,1061758,4.23,448,-1,12,1991,1228,0
861369,861369,71.89,245,-1,5,1984,467,0
719369,719369,15.93,84,-1,6,1973,5927,0
698462,698462,22.65,385,126,5,1991,4575,0
44746,44746,79.66,177,-1,6,1986,1679,0
621406,621406,113.26,627,61,6,2003,1512,0
642105,642105,38.73,420,-1,2,1975,3096,0
211100,211100,62.96,47,-1,7,1987,1241364,0
1212829,1212829,109.17,1,-1,10,1942,2328,0
739088,739088,79.05,530,-1,7,1959,1131,0
215268,215268,66.48,420,-1,2,1944,914,0
462916,462916,57.55,369,100,2,1997,973849,0
540925,540925,12.29,567,164,7,1986,601723,0
458274,458274,123.84,645,-1,5,1960,502,0
1187559,1187559,120.83,529,120,4,1962,153,0
625085,625085,28.28,239,-1,10,1979,237282,0
964669,964669,55.38,48,5,12,1975,18182,0
578025,578025,38.88,326,-1,5,1999,1583,0
1027330,1027330,72.54,126,-1,0,1990,1946,0
1079803,1079803,69.73,270,79,2,1958,308,0
774990,774990,63.67,493,-1,2,2000,111,0
625712,625712,43.37,101,-1,2,1972,922,0
1202948,1202948,60.56,472,161,2,1990,48194,0
313543,313543,2.79,347,195,11,1991,8830,0
346367,346367,19.07,411,-1,10,1987,54767,0
607442,607442,201.24,328,-1,4,1979,13983,0
161001,161001,43.07,462,-1,11,1965,1791,0
804650,804650,145.25,410,26,9,1997,1689,0
1117359,1117359,76.27,420,-1,2,1946,642,0
344992,344992,78.68,548,-1,3,1981,6508,0
510615,510615,59.33,268,-1,1,1978,168,0
3064,3064,3.75,188,-1,7,1940,1363,0
463854,463854,56.04,75,-1,0,1983,178,0
876606,876606,6.32,520,-1,7,1973,5927,0
986369,986369,107.04,300,-1,4,1934,276002,0
162327,162327,59.28,301,-1,0,1964,7987,0
1202181,1202181,52.58,540,-1,1,1958,1196,0
265132,265132,571.2,462,-1,11,1981,1312922,0
1136748,1136748,96.04,521,9,11,1990,1735,0
880483,880483,137.38,328,-1,4,1969,673342,0
598630,598630,102.29,536,13,4,1988,477,0
865404,865404,242.7,547,-1,9,2004,2135,0
83400,83400,70.1,21,-1,10,1999,2870,0
1096751,1096751,10.55,645,-1,5,1954,695,0
666181,666181,27.36,544,-1,9,1991,828,0
562406,562406,218.45,536,13,4,1984,50489,0
219126,219126,22.0,436,137,6,1992,5875,0
194613,194613,14.55,326,-1,5,1949,4508,0
66829,66829,57.98,433,-1,1,1973,5621,0
850782,850782,16.96,398,-1,1,1930,307,0
208164,208164,3.29,133,-1,8,1978,5196,0
902219,902219,3.93,237,-1,12,1987,32891,0
1184924,1184924,85.46,374,205,4,1990,217,0
855707,855707,52.83,326,-1,5,1985,409656,0
477278,477278,7.75,104,71,9,1984,207410,0
786054,786054,80.28,515,131,2,1943,258,0
1142420,1142420,21.52,6,33,11,1971,34882,0
1155515,1155515,10.42,255,-1,8,1943,258,0
19999,19999,52.22,305,-1,2,1984,3451,0
354824,354824,140.8,214,-1,7,1999,6841,0
705398,705398,251.34,139,-1,4,1971,34882,0
872472,872472,7.64,626,116,12,1994,2456,0
232536,232536,10.15,476,183,11,1970,1412,0
527284,527284,47.57,71,-1,2,1987,647,0
311939,311939,7.22,14,182,12,1930,3263,0
978189,978189,63.09,152,-1,10,1974,1810,0
1106356,1106356,16.74,377,190,10,1992,5875,0
238782,238782,79.9,41,-1,7,1992,4512,0
926782,926782,78.25,251,-1,0,1980,686,0
489503,489503,60.92,50,-1,2,1993,970,0
14546,14546,99.85,374,205,4,1961,92043,0
482244,482244,79.78,415,-1,0,1987,737,0
1235343,1235343,8.63,172,-1,10,1955,355,0
421006,421006,49.33,186,-1,4,1974,75830,0
853373,853373,24.44,511,94,3,1973,1749,0
248090,248090,47.52,274,-1,0,1973,2121,0
984489,984489,28.08,412,207,6,1965,4664,0
260218,260218,2.98,575,-1,6,1969,568,0
963001,963001,80.67,539,-1,0,1980,1201,0
1201126,1201126,7.32,576,-1,11,1985,760,0
1033063,1033063,127.21,99,187,0,1970,911,0
250784,250784,67.88,446,-1,6,1990,18128,0
227686,227686,103.29,300,-1,4,1949,1274,0
179643,179643,93.25,123,-1,4,1974,824,0
1057831,1057831,5.47,339,185,1,1978,158701,0
21557,21557,79.05,198,-1,5,1935,1461,0
647349,647349,15.44,460,-1,1,1997,3224,0
826455,826455,11.42,641,-1,1,1972,18408,0
57825,57825,121.55,611,70,12,1978,341,0
381884,381884,62.7,22,-1,2,1986,1530,0
242890,242890,21.83,132,-1,0,1963,1850,0
457576,457576,5.11,275,170,8,1972,922,0
1115328,1115328,206.32,566,-1,4,1973,5621,0
383239,383239,84.11,355,-1,7,1950,43102,0
879368,879368,36.75,229,-1,2,1972,343,0
493394,493394,114.65,479,-1,6,1966,233717,0
954877,954877,4.97,461,-1,11,1991,69,0
884849,884849,44.74,564,35,3,1971,84106,0
671597,671597,7.94,390,99,1,1998,3202,0
1247748,1247748,28.33,617,157,0,1998,4159,0
459873,459873,29.54,638,22,9,1993,1504,0
496034,496034,44.79,206,-1,4,1973,5927,0
526676,526676,8.93,586,-1,12,1959,13061,0
478576,478576,38.29,497,-1,5,1953,1631,0
184451,184451,225.41,43,63,12,1990,498,0
140157,140157,65.23,609,89,10,2003,5666,0
870275,870275,106.18,601,-1,4,1936,15426,0
886596,886596,44.86,3,-1,0,1947,5726,0
212683,212683,6.38,488,148,13,1961,1577385,0
782805,782805,2.0,576,-1,11,1989,2368,0
1108978,1108978,83.74,600,-1,0,1974,1453,0
1106056,1106056,28.13,108,-1,10,1966,1383,0
380508,380508,32.6,364,160,9,1992,126,0
449454,449454,63.65,500,-1,3,1987,12335,0
249097,249097,16.88,388,-1,10,1992,123373,0
14209,14209,23.2,93,-1,1,2004,817312,0
809666,809666,30.15,320,-1,10,1956,263,0
5576,5576,36.36,214,-1,7,1928,217,0
784436,784436,4.21,574,107,9,1950,3430,0
1128223,1128223,33.85,470,-1,7,1999,2870,0
791014,791014,58.53,472,54,2,1976,3684,0
825008,825008,15.48,154,-1,10,1960,24840,0
812366,812366,7.14,452,-1,10,1968,333497,0
1052045,1052045,41.02,220,48,7,1976,346,0
1147538,1147538,216.7,469,-1,4,1970,46563,0
613589,613589,146.72,533,-1,5,1968,1565,0
287441,287441,213.73,206,-1,4,1978,5760,0
237894,237894,87.95,184,113,4,1978,158701,0
824903,824903,7.1,65,-1,13,1975,3096,0
952407,952407,1.1,272,-1,12,1994,22191,0
678182,678182,96.64,566,-1,4,1976,1645,0
78677,78677,19.98,510,-1,1,1992,86954,0
1211648,1211648,32.44,467,-1,6,1998,3202,0
355452,355452,87.36,251,-1,0,1963,176,0
926424,926424,8.01,418,213,11,1940,1363,0
743438,743438,227.06,585,-1,9,1981,3684,0
530590,530590,2.53,266,-1,8,1991,69,0
643036,643036,20.57,170,-1,5,1966,4913,0
723940,723940,5.47,496,39,11,1998,4542,0
144267,144267,196.19,585,-1,9,1972,528,0
540182,540182,1.8,208,50,13,1965,1420,0
349213,349213,52.58,265,-1,3,1976,2054,0
344387,344387,11.33,308,169,5,1971,31515,0
341804,341804,90.29,86,62,2,1970,34496,0
542290,542290,64.31,50,-1,2,1967,137,0
176733,176733,39.39,110,-1,0,1966,2471,0
616810,616810,92.65,20,-1,12,1973,302,0
246548,246548,10.55,533,-1,5,1936,135332,0
213546,213546,99.51,576,-1,11,1976,1302,0
13099,13099,45.97,382,-1,6,1939,22305,0
297976,297976,22.0,492,211,8,1955,475,0
1047998,1047998,119.8,505,-1,8,1998,1423,0
571153,571153,5.04,295,-1,12,1958,1196,0
400036,400036,66.78,111,-1,2,1960,24840,0
774989,774989,60.14,439,-1,3,1946,3508,0
129563,129563,130.95,89,-1,4,1960,214518,0
1241176,1241176,20.67,587,-1,5,2004,817312,0
994107,994107,109.37,206,-1,4,1954,602,0
530777,530777,81.54,531,-1,7,1980,134056,0
616719,616719,5.61,323,-1,12,1940,493,0
839165,839165,207.59,164,-1,11,1932,84861,0
1006450,1006450,23.74,200,-1,6,1950,104396,0
335600,335600,153.34,531,-1,7,1985,20328,0
1245497,1245497,4.68,361,78,5,1988,888,0
927330,927330,54.23,350,194,7,1982,1442,0
1272385,1272385,84.36,596,214,1,1972,11256,0
969419,969419,7.35,545,-1,6,1984,3766,0
841329,841329,84.48,116,34,7,1927,16305,0
844310,844310,66.99,168,-1,0,1966,680,0
148702,148702,3.78,331,-1,12,1985,718,0
323092,323092,26.21,444,-1,7,1980,504,0
311871,311871,61.83,305,-1,2,1994,5719,0
1037112,1037112,51.88,40,-1,2,1994,1684,0
773059,773059,47.8,422,-1,3,1984,1858,0
925670,925670,56.37,339,185,1,1973,123,0
977130,977130,49.19,197,102,2,1971,255,0
728381,728381,28.11,445,-1,0,1954,139,0
357187,357187,67.72,637,-1,3,1988,3495,0
529443,529443,92.56,64,-1,11,1984,1360,0
637235,637235,5.17,381,-1,13,1926,2856,0
1074630,1074630,4.13,33,-1,13,1951,1517,0
721195,721195,18.5,199,-1,0,1962,6629,0
775556,775556,47.34,490,42,7,1975,566,0
716357,716357,22.67,285,110,8,1991,1228,0
184623,184623,20.95,525,-1,6,1984,1523,0
959181,959181,5.65,323,-1,12,1991,601723,0
581956,581956,24.27,355,-1,7,1945,2290,0
300299,300299,123.34,480,-1,5,1959,198,0
1295365,1295365,7.4,476,101,11,1950,1100,0
1092467,1092467,36.75,556,-1,9,1951,427,0
1070614,1070614,12.83,401,-1,6,1948,4993,0
1019868,1019868,158.18,123,-1,4,1988,7646,0
571542,571542,4.8,66,-1,11,1970,365,0
188085,188085,58.48,465,-1,10,1962,1443,0
919990,919990,54.15,460,-1,1,1993,641,0
1155985,1155985,136.64,311,-1,4,1929,276,0
345342,345342,122.66,312,-1,4,1968,248,0
523198,523198,76.05,636,-1,6,1977,26551,0
750972,750972,135.29,192,-1,7,1983,24536,0
1112719,1112719,118.43,518,20,6,1946,673342,0
1182213,1182213,67.79,89,-1,4,1967,5989,0
1095689,1095689,121.67,601,-1,4,1928,217,0
761222,761222,113.05,443,-1,4,1964,5577,0
519069,519069,119.81,96,-1,12,1990,1735,0
1088810,1088810,126.76,418,59,4,1927,3402,0
961465,961465,112.46,512,-1,4,1988,606,0
370425,370425,56.5,249,-1,7,1956,759,0
133241,133241,60.85,432,-1,6,1977,33917,0
481612,481612,92.4,72,95,5,1969,23,0
20398,20398,7.07,492,211,8,1935,73,0
868001,868001,119.03,494,206,8,2001,272,0
636551,636551,88.27,226,69,4,1974,381459,0
1242652,1242652,72.2,78,-1,5,1970,2526,0
658305,658305,7.12,54,-1,8,1960,927396,0
255996,255996,8.51,571,125,12,1960,626,0
198803,198803,73.7,67,193,10,1986,741,0
1195255,1195255,5.95,640,167,11,1980,124967,0
382408,382408,220.48,385,126,5,1947,6018,0
847808,847808,20.07,209,105,12,1968,744,0
830908,830908,36.97,632,176,9,1980,686,0
1196102,1196102,20.16,79,-1,7,1965,1478,0
648852,648852,3.74,223,212,11,1999,2504700,0
874896,874896,60.45,173,-1,2,1974,1804,0
206821,206821,2.45,223,212,11,1993,608,0
824347,824347,16.66,315,74,6,1984,19685,0
294560,294560,60.53,112,-1,3,1980,21902,0
752686,752686,3.78,141,-1,8,1992,54185,0
506664,506664,88.06,567,75,2,1999,2870,0
1231150,1231150,6.05,190,97,12,1954,133,0
1111086,1111086,75.13,305,-1,2,1957,4161,0
561912,561912,140.9,12,-1,4,1976,1766,0
2277,2277,2.26,134,-1,12,1972,213,0
625655,625655,55.81,567,164,7,1963,67082,0
1026684,1026684,6.41,61,-1,12,1976,346,0
1272099,1272099,5.65,189,-1,10,1944,74,0
555747,555747,22.55,608,-1,7,1984,144160,0
207292,207292,5.04,329,-1,11,1987,242,0
1277838,1277838,3.63,31,77,10,1977,9521,0
312353,312353,95.89,443,-1,4,1976,1302,0
141281,141281,40.59,541,-1,10,1997,606,0
715780,715780,41.95,463,-1,2,1936,1288,0
425075,425075,31.2,172,-1,10,1949,885,0
761370,761370,94.71,312,-1,4,1982,1789,0
186494,186494,145.36,48,5,12,1986,99,0
674419,674419,254.11,186,-1,4,1992,5875,0
824604,824604,78.45,479,-1,6,1941,1472,0
750549,750549,61.73,328,-1,4,1946,2518,0
775452,775452,87.53,292,-1,4,1967,13835,0
565072,565072,37.44,599,-1,7,1945,589,0
63982,63982,53.92,88,90,6,1987,5657,0
702553,702553,58.15,584,-1,2,1961,258,0
750967,750967,6.02,61,-1,12,1982,23727,0
358318,358318,125.3,317,44,4,1965,1478,0
580662,580662,1.23,246,155,13,1972,725,0
926023,926023,109.07,299,-1,1,1949,1970,0
1107883,1107883,213.4,440,123,4,1984,27971,0
1291630,1291630,97.71,468,-1,5,2004,2135,0
71871,71871,71.09,158,-1,5,1964,6581,0
730437,730437,40.67,596,214,1,1974,151785,0
598513,598513,114.1,342,-1,4,1974,1453,0
544411,544411,6.55,102,-1,8,1965,129,0
29037,29037,70.58,22,-1,2,1988,167,0
1121341,1121341,9.01,262,-1,12,1946,2518,0
467392,467392,50.9,606,-1,3,1985,718,0
629344,629344,90.76,505,-1,8,1980,241,0
1040937,1040937,61.64,420,-1,2,1982,1789,0
1104960,1104960,95.92,267,-1,11,1986,741,0
638915,638915,85.83,476,183,11,1989,1078,0
908553,908553,47.33,480,-1,5,1971,413574,0
1193581,1193581,145.01,423,-1,4,1956,239,0
977597,977597,67.55,413,-1,3,1969,45303,0
613897,613897,5.77,490,174,10,1972,2401,0
942021,942021,103.38,45,-1,1,1962,1143,0
302984,302984,135.28,408,-1,12,1994,95,0
417989,417989,66.9,482,-1,11,1997,2408,0
1128773,1128773,31.92,487,-1,5,1993,45100,0
796938,796938,360.92,405,-1,8,1971,14228,0
1173171,1173171,86.16,116,34,7,1964,8097,0
1033205,1033205,46.52,518,20,6,1975,5895,0
